# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	35216	37078	+	WP_019455033.1	WP_019455033.1		glutathione-regulated potassium-efflux system protein KefC	kefC		ATE40_RS00140	1863	620	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	37115	37729	-							ATE40_RS00145	615		old_locus_tag=ATE40_000145
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	37115	37729	-	WP_019455034.1	WP_019455034.1		LysE family translocator			ATE40_RS00145	615	204	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	37857	38657	+							ATE40_RS00150	801		old_locus_tag=ATE40_000150
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	37857	38657	+	WP_019455035.1	WP_019455035.1		threonine/serine exporter ThrE family protein			ATE40_RS00150	801	266	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	38654	39118	+							ATE40_RS00155	465		old_locus_tag=ATE40_000155
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	38654	39118	+	WP_019455036.1	WP_019455036.1		threonine/serine exporter			ATE40_RS00155	465	154	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	39262	39744	+					folA		ATE40_RS00160	483		old_locus_tag=ATE40_000160
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	39262	39744	+	WP_019455037.1	WP_019455037.1		type 3 dihydrofolate reductase	folA		ATE40_RS00160	483	160	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	39926	41815	+							ATE40_RS00165	1890		old_locus_tag=ATE40_000165
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	39926	41815	+	WP_063918141.1	WP_063918141.1		PhoX family phosphatase			ATE40_RS00165	1890	629	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	41864	42712	-					apaH		ATE40_RS00170	849		old_locus_tag=ATE40_000170
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	41864	42712	-	WP_019455039.1	WP_019455039.1		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH	apaH		ATE40_RS00170	849	282	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	42715	43092	-					apaG		ATE40_RS00175	378		old_locus_tag=ATE40_000175
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	42715	43092	-	WP_019455040.1	WP_019455040.1		Co2+/Mg2+ efflux protein ApaG	apaG		ATE40_RS00175	378	125	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	43105	43923	-					rsmA		ATE40_RS00180	819		old_locus_tag=ATE40_000180
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	43105	43923	-	WP_063918142.1	WP_063918142.1		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA		ATE40_RS00180	819	272	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	43916	44908	-					pdxA		ATE40_RS00185	993		old_locus_tag=ATE40_000185
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	43916	44908	-	WP_025159630.1	WP_025159630.1		4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA		ATE40_RS00185	993	330	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	44895	46196	-					surA		ATE40_RS00190	1302		old_locus_tag=ATE40_000190
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	44895	46196	-	WP_025159631.1	WP_025159631.1		peptidylprolyl isomerase SurA	surA		ATE40_RS00190	1302	433	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	46262	48622	-					lptD		ATE40_RS00195	2361		old_locus_tag=ATE40_000195
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	46262	48622	-	WP_063918143.1	WP_063918143.1		LPS assembly protein LptD	lptD		ATE40_RS00195	2361	786	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	48851	49672	+					djlA		ATE40_RS00200	822		old_locus_tag=ATE40_000200
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	48851	49672	+	WP_019455045.1	WP_019455045.1		co-chaperone DjlA	djlA		ATE40_RS00200	822	273	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	49718	50368	-					rluA		ATE40_RS00205	651		old_locus_tag=ATE40_000205
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	49718	50368	-	WP_004932866.1	WP_004932866.1		bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	rluA		ATE40_RS00205	651	216	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	50426	53332	-					rapA		ATE40_RS00210	2907		old_locus_tag=ATE40_000210
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	50426	53332	-	WP_063918144.1	WP_063918144.1		RNA polymerase-associated protein RapA	rapA		ATE40_RS00210	2907	968	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	53580	55946	-							ATE40_RS00215	2367		old_locus_tag=ATE40_000215
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	53580	55946	-	WP_063918145.1	WP_063918145.1		DNA polymerase II			ATE40_RS00215	2367	788	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	56161	56931	+							ATE40_RS00220	771		old_locus_tag=ATE40_000220
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	56161	56931	+	WP_063918146.1	WP_063918146.1		DedA family protein			ATE40_RS00220	771	256	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	56961	57254	-					ilvN		ATE40_RS00225	294		old_locus_tag=ATE40_000225
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	56961	57254	-	WP_016929110.1	WP_016929110.1		acetolactate synthase small subunit	ilvN		ATE40_RS00225	294	97	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	57258	58952	-					ilvB		ATE40_RS00230	1695		old_locus_tag=ATE40_000230
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	57258	58952	-	WP_019455049.1	WP_019455049.1		acetolactate synthase large subunit	ilvB		ATE40_RS00230	1695	564	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	59064	59162	-					ivbL		ATE40_RS24535	99		
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	59064	59162	-	WP_099785722.1	WP_099785722.1		ilvB operon leader peptide IvbL	ivbL		ATE40_RS24535	99	32	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	59266	59970	-					thiQ		ATE40_RS00235	705		old_locus_tag=ATE40_000235
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	59266	59970	-	WP_063918147.1	WP_063918147.1		thiamine ABC transporter ATP-binding protein ThiQ	thiQ		ATE40_RS00235	705	234	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	59957	61564	-					thiP		ATE40_RS00240	1608		old_locus_tag=ATE40_000240
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	59957	61564	-	WP_063918148.1	WP_063918148.1		thiamine/thiamine pyrophosphate ABC transporter permease ThiP	thiP		ATE40_RS00240	1608	535	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	61540	62526	-					thiB		ATE40_RS00245	987		old_locus_tag=ATE40_000245
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	61540	62526	-	WP_063918149.1	WP_063918149.1		thiamine ABC transporter substrate binding subunit	thiB		ATE40_RS00245	987	328	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	62739	64400	-					sgrR		ATE40_RS00250	1662		old_locus_tag=ATE40_000250
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	62739	64400	-	WP_063918150.1	WP_063918150.1		HTH-type transcriptional regulator SgrR	sgrR		ATE40_RS00250	1662	553	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	64488	64664	+					sgrT		ATE40_RS23955	177		
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	64488	64664	+	WP_019455054.1	WP_019455054.1		glucose uptake inhibitor SgrT	sgrT		ATE40_RS23955	177	58	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	64818	66014	+							ATE40_RS00255	1197		old_locus_tag=ATE40_000255
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	64818	66014	+	WP_019455055.1	WP_019455055.1		sugar efflux transporter			ATE40_RS00255	1197	398	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	66159	67631	+							ATE40_RS00260	1473		old_locus_tag=ATE40_000260
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	66159	67631	+	WP_063918151.1	WP_063918151.1		DASS family sodium-coupled anion symporter			ATE40_RS00260	1473	490	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	67669	68271	-					leuD		ATE40_RS00265	603		old_locus_tag=ATE40_000265
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	67669	68271	-	WP_025159634.1	WP_025159634.1		3-isopropylmalate dehydratase small subunit	leuD		ATE40_RS00265	603	200	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	68281	69681	-					leuC		ATE40_RS00270	1401		old_locus_tag=ATE40_000270
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	68281	69681	-	WP_044029698.1	WP_044029698.1		3-isopropylmalate dehydratase large subunit	leuC		ATE40_RS00270	1401	466	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	69683	70774	-					leuB		ATE40_RS00275	1092		old_locus_tag=ATE40_000275
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	69683	70774	-	WP_025159635.1	WP_025159635.1		3-isopropylmalate dehydrogenase	leuB		ATE40_RS00275	1092	363	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	70777	72351	-					leuA		ATE40_RS00280	1575		old_locus_tag=ATE40_000280
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	70777	72351	-	WP_004932820.1	WP_004932820.1		2-isopropylmalate synthase	leuA		ATE40_RS00280	1575	524	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	73223	74170	+					leuO		ATE40_RS00285	948		old_locus_tag=ATE40_000285
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	73223	74170	+	WP_019455060.1	WP_019455060.1		transcriptional regulator LeuO	leuO		ATE40_RS00285	948	315	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	74636	76444	+							ATE40_RS00290	1809		old_locus_tag=ATE40_000290
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	74636	76444	+	WP_019455061.1	WP_019455061.1		long-chain fatty acid--CoA ligase			ATE40_RS00290	1809	602	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	76761	78479	+					ilvI		ATE40_RS00295	1719		old_locus_tag=ATE40_000295
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	76761	78479	+	WP_025159636.1	WP_025159636.1		acetolactate synthase 3 large subunit	ilvI		ATE40_RS00295	1719	572	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	78482	78973	+					ilvN		ATE40_RS00300	492		old_locus_tag=ATE40_000300
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	78482	78973	+	WP_025159637.1	WP_025159637.1		acetolactate synthase small subunit	ilvN		ATE40_RS00300	492	163	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	79191	80195	+					cra		ATE40_RS00305	1005		old_locus_tag=ATE40_000305
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	79191	80195	+	WP_063918152.1	WP_063918152.1		catabolite repressor/activator	cra		ATE40_RS00305	1005	334	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	80236	80676	-							ATE40_RS00310	441		old_locus_tag=ATE40_000310
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	80236	80676	-	WP_019455064.1	WP_019455064.1		L-alanine exporter AlaE			ATE40_RS00310	441	146	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	81541	81999	+					mraZ		ATE40_RS00315	459		old_locus_tag=ATE40_000315
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	81541	81999	+	WP_025159638.1	WP_025159638.1		division/cell wall cluster transcriptional repressor MraZ	mraZ		ATE40_RS00315	459	152	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	82002	82943	+					rsmH		ATE40_RS00320	942		old_locus_tag=ATE40_000320
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	82002	82943	+	WP_004932794.1	WP_004932794.1		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		ATE40_RS00320	942	313	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	82940	83260	+					ftsL		ATE40_RS00325	321		old_locus_tag=ATE40_000325
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	82940	83260	+	WP_015376645.1	WP_015376645.1		cell division protein FtsL	ftsL		ATE40_RS00325	321	106	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	83303	85066	+							ATE40_RS00330	1764		old_locus_tag=ATE40_000330
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	83303	85066	+	WP_019455066.1	WP_019455066.1		peptidoglycan glycosyltransferase FtsI			ATE40_RS00330	1764	587	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	85053	86540	+					murE		ATE40_RS00335	1488		old_locus_tag=ATE40_000335
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	85053	86540	+	WP_063918153.1	WP_063918153.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	murE		ATE40_RS00335	1488	495	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	86537	87898	+					murF		ATE40_RS00340	1362		old_locus_tag=ATE40_000340
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	86537	87898	+	WP_063918154.1	WP_063918154.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		ATE40_RS00340	1362	453	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	87892	88974	+					mraY		ATE40_RS00345	1083		old_locus_tag=ATE40_000345
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	87892	88974	+	WP_004932782.1	WP_004932782.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		ATE40_RS00345	1083	360	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	88977	90296	+					murD		ATE40_RS00350	1320		old_locus_tag=ATE40_000350
CDS	with_protein	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	88977	90296	+	WP_063918155.1	WP_063918155.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		ATE40_RS00350	1320	439	
gene	protein_coding	GCF_001642805.2	Primary Assembly	chromosome		NZ_CP016948.1	90293	91495	+					ftsW		ATE40_RS00355	1203		old_locus_tag=ATE40_000355
