# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	36826	37377	+							E5D60_RS00155	552		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	36826	37377	+	WP_016929575.1	WP_016929575.1		MltR family transcriptional regulator			E5D60_RS00155	552	183	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	37374	37982	-							E5D60_RS00160	609		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	37374	37982	-	WP_033631407.1	WP_033631407.1		LysE family translocator			E5D60_RS00160	609	202	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	38125	39591	+							E5D60_RS00165	1467		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	38125	39591	+	WP_004933986.1	WP_004933986.1		PLP-dependent aminotransferase family protein			E5D60_RS00165	1467	488	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	39665	40027	+							E5D60_RS00170	363		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	39665	40027	+	WP_004933989.1	WP_004933989.1		YibL family ribosome-associated protein			E5D60_RS00170	363	120	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	40038	40817	-							E5D60_RS00175	780		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	40038	40817	-	WP_135637684.1	WP_135637684.1		class I SAM-dependent methyltransferase			E5D60_RS00175	780	259	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	40919	41590	-					yiiM		E5D60_RS00180	672		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	40919	41590	-	WP_033631409.1	WP_033631409.1		6-N-hydroxylaminopurine resistance protein	yiiM		E5D60_RS00180	672	223	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	41722	42336	+							E5D60_RS00185	615		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	41722	42336	+	WP_135637685.1	WP_135637685.1		histidine phosphatase family protein			E5D60_RS00185	615	204	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	42369	44297	-							E5D60_RS00190	1929		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	42369	44297	-	WP_135637686.1	WP_135637686.1		methyl-accepting chemotaxis protein			E5D60_RS00190	1929	642	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	44423	45043	-					sodA		E5D60_RS00195	621		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	44423	45043	-	WP_004934003.1	WP_004934003.1		superoxide dismutase [Mn]	sodA		E5D60_RS00195	621	206	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	45460	48507	+					fdnG		E5D60_RS00205	3048		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	45460	48507	+	WP_103086119.1	WP_103086119.1		formate dehydrogenase-N subunit alpha	fdnG		E5D60_RS00205	3048	1015	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	48520	49422	+					fdxH		E5D60_RS00210	903		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	48520	49422	+	WP_004934014.1	WP_004934014.1		formate dehydrogenase subunit beta	fdxH		E5D60_RS00210	903	300	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	49419	50054	+					fdoI		E5D60_RS00215	636		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	49419	50054	+	WP_004934017.1	WP_004934017.1		formate dehydrogenase cytochrome b556 subunit	fdoI		E5D60_RS00215	636	211	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	50054	50983	+					fdhE		E5D60_RS00220	930		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	50054	50983	+	WP_004934019.1	WP_004934019.1		formate dehydrogenase accessory protein FdhE	fdhE		E5D60_RS00220	930	309	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	51098	51748	+							E5D60_RS00225	651		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	51098	51748	+	WP_060558038.1	WP_060558038.1		DcrB-related protein			E5D60_RS00225	651	216	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	51784	52389	+							E5D60_RS00230	606		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	51784	52389	+	WP_060558041.1	WP_060558041.1		glutathione S-transferase			E5D60_RS00230	606	201	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	52459	53853	+					selA		E5D60_RS00235	1395		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	52459	53853	+	WP_135637687.1	WP_135637687.1		L-seryl-tRNA(Sec) selenium transferase	selA		E5D60_RS00235	1395	464	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	53850	55691	+					selB		E5D60_RS00240	1842		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	53850	55691	+	WP_082997386.1	WP_082997386.1		selenocysteine-specific translation elongation factor	selB		E5D60_RS00240	1842	613	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	55774	56034	+							E5D60_RS00245	261		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	55774	56034	+	WP_033631415.1	WP_033631415.1		ribbon-helix-helix domain-containing protein			E5D60_RS00245	261	86	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	56034	56309	+							E5D60_RS00250	276		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	56034	56309	+	WP_033631416.1	WP_033631416.1		type II toxin-antitoxin system RelE/ParE family toxin			E5D60_RS00250	276	91	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	56321	57232	-							E5D60_RS00255	912		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	56321	57232	-	WP_135637688.1	WP_135637688.1		LysR family transcriptional regulator			E5D60_RS00255	912	303	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	57354	57980	+							E5D60_RS00260	627		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	57354	57980	+	WP_033631418.1	WP_033631418.1		LysE family translocator			E5D60_RS00260	627	208	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	58034	59281	-							E5D60_RS00265	1248		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	58034	59281	-	WP_033633516.1	WP_033633516.1		MFS transporter			E5D60_RS00265	1248	415	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	59499	60491	+							E5D60_RS00270	993		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	59499	60491	+	WP_135637689.1	WP_135637689.1		acyltransferase			E5D60_RS00270	993	330	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	60486	61409	-							E5D60_RS00275	924		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	60486	61409	-	WP_021504143.1	WP_021504143.1		DJ-1/PfpI family protein			E5D60_RS00275	924	307	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	61412	61963	-							E5D60_RS00280	552		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	61412	61963	-	WP_004934049.1	WP_004934049.1		isochorismatase family protein			E5D60_RS00280	552	183	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	62064	63452	-							E5D60_RS00285	1389		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	62064	63452	-	WP_135637690.1	WP_135637690.1		amidohydrolase family protein			E5D60_RS00285	1389	462	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	63583	64437	-							E5D60_RS00290	855		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	63583	64437	-	WP_135637691.1	WP_135637691.1		LysR family transcriptional regulator			E5D60_RS00290	855	284	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	64615	65763	+							E5D60_RS00295	1149		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	64615	65763	+	WP_234970449.1	WP_234970449.1		cyanate transporter			E5D60_RS00295	1149	382	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	65839	67182	+							E5D60_RS00300	1344		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	65839	67182	+	WP_060558052.1	WP_060558052.1		esterase-like activity of phytase family protein			E5D60_RS00300	1344	447	
gene	tRNA	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	67281	67375	+							E5D60_RS25055	95		
tRNA		GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	67281	67375	+				tRNA-Sec			E5D60_RS25055	95		anticodon=TCA
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	67523	67861	-							E5D60_RS00305	339		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	67523	67861	-	WP_135637692.1	WP_135637692.1		hypothetical protein			E5D60_RS00305	339	112	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	68061	68963	-							E5D60_RS00310	903		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	68061	68963	-	WP_031299766.1	WP_031299766.1		LysR family transcriptional regulator			E5D60_RS00310	903	300	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	69104	70639	+							E5D60_RS00315	1536		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	69104	70639	+	WP_135637693.1	WP_135637693.1		MFS transporter			E5D60_RS00315	1536	511	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	70681	71724	+							E5D60_RS00320	1044		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	70681	71724	+	WP_135637694.1	WP_135637694.1		HlyD family secretion protein			E5D60_RS00320	1044	347	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	71721	73166	+							E5D60_RS00325	1446		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	71721	73166	+	WP_135637695.1	WP_135637695.1		efflux transporter outer membrane subunit			E5D60_RS00325	1446	481	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	73147	73920	+							E5D60_RS00330	774		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	73147	73920	+	WP_060558133.1	WP_060558133.1		siderophore-interacting protein			E5D60_RS00330	774	257	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	73942	74385	+							E5D60_RS00335	444		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	73942	74385	+	WP_015376224.1	WP_015376224.1		universal stress protein			E5D60_RS00335	444	147	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	74457	74969	+							E5D60_RS00340	513		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	74457	74969	+	WP_135637696.1	WP_135637696.1		DUF962 domain-containing protein			E5D60_RS00340	513	170	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	74971	75726	+							E5D60_RS00345	756		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	74971	75726	+	WP_135637697.1	WP_135637697.1		nucleotidyltransferase domain-containing protein			E5D60_RS00345	756	251	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	75747	76847	-							E5D60_RS00350	1101		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	75747	76847	-	WP_004934091.1	WP_004934091.1		alkene reductase			E5D60_RS00350	1101	366	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	77212	78378	+							E5D60_RS00355	1167		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	77212	78378	+	WP_004934092.1	WP_004934092.1		MFS transporter			E5D60_RS00355	1167	388	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	78413	79162	-							E5D60_RS00360	750		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	78413	79162	-	WP_135637698.1	WP_135637698.1		NAD(P)-dependent oxidoreductase			E5D60_RS00360	750	249	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	79826	81688	+					bglF		E5D60_RS00365	1863		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	79826	81688	+	WP_135637699.1	WP_135637699.1		PTS beta-glucoside transporter subunit IIABC	bglF		E5D60_RS00365	1863	620	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	81703	83106	+					ascB		E5D60_RS00370	1404		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	81703	83106	+	WP_016929537.1	WP_016929537.1		6-phospho-beta-glucosidase	ascB		E5D60_RS00370	1404	467	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	83233	84627	+							E5D60_RS00375	1395		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	83233	84627	+	WP_033633524.1	WP_033633524.1		carbohydrate porin			E5D60_RS00375	1395	464	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	84628	85227	-							E5D60_RS00380	600		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	84628	85227	-	WP_015376230.1	WP_015376230.1		HD domain-containing protein			E5D60_RS00380	600	199	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	85325	85789	+							E5D60_RS00385	465		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	85325	85789	+	WP_135637700.1	WP_135637700.1		MarR family transcriptional regulator			E5D60_RS00385	465	154	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	85950	86375	+							E5D60_RS00390	426		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	85950	86375	+	WP_004934114.1	WP_004934114.1		organic hydroperoxide resistance protein			E5D60_RS00390	426	141	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	86601	88295	+					eptB		E5D60_RS00395	1695		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	86601	88295	+	WP_033631458.1	WP_033631458.1		kdo(2)-lipid A phosphoethanolamine 7''-transferase	eptB		E5D60_RS00395	1695	564	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	88419	89009	+					uhpA		E5D60_RS00400	591		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	88419	89009	+	WP_004934117.1	WP_004934117.1		transcriptional regulator UhpA	uhpA		E5D60_RS00400	591	196	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	89006	90550	+					uhpB		E5D60_RS00405	1545		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	89006	90550	+	WP_004934119.1	WP_004934119.1		signal transduction histidine-protein kinase/phosphatase UhpB	uhpB		E5D60_RS00405	1545	514	
gene	protein_coding	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	90647	91978	+							E5D60_RS00410	1332		
CDS	with_protein	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	90647	91978	+	WP_004934121.1	WP_004934121.1		MFS transporter			E5D60_RS00410	1332	443	
gene	tRNA	GCF_004768745.1	Primary Assembly	chromosome		NZ_CP038662.1	92099	92175	+							E5D60_RS00415	77		
