# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	26000	26803	+	WP_054306686.1	WP_054306686.1		ATP-binding cassette domain-containing protein		61762136	I6G83_RS00150	804	267	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	26958	30854	-						61762137	I6G83_RS00155	3897		old_locus_tag=I6G83_00155
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	26958	30854	-	WP_174545419.1	WP_174545419.1		enterobactin synthase subunit F		61762137	I6G83_RS00155	3897	1298	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	30920	31129	-						61762138	I6G83_RS00160	210		old_locus_tag=I6G83_00160
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	30920	31129	-	WP_054306688.1	WP_054306688.1		MbtH family protein		61762138	I6G83_RS00160	210	69	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	31107	32489	-					fes	61762139	I6G83_RS00165	1383		old_locus_tag=I6G83_00165
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	31107	32489	-	WP_072186144.1	WP_072186144.1		enterochelin esterase	fes	61762139	I6G83_RS00165	1383	460	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	32803	35088	+						61762140	I6G83_RS00170	2286		old_locus_tag=I6G83_00170
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	32803	35088	+	WP_054306689.1	WP_054306689.1		TonB-dependent siderophore receptor		61762140	I6G83_RS00170	2286	761	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	35225	36910	-					alsS	61762141	I6G83_RS00175	1686		old_locus_tag=I6G83_00175
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	35225	36910	-	WP_054306690.1	WP_054306690.1		acetolactate synthase AlsS	alsS	61762141	I6G83_RS00175	1686	561	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	36980	37759	-					budA	61762142	I6G83_RS00180	780		old_locus_tag=I6G83_00180
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	36980	37759	-	WP_041411843.1	WP_041411843.1		acetolactate decarboxylase	budA	61762142	I6G83_RS00180	780	259	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	38151	39053	+						61762143	I6G83_RS00185	903		old_locus_tag=I6G83_00185
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	38151	39053	+	WP_054306691.1	WP_054306691.1		LysR family transcriptional regulator		61762143	I6G83_RS00185	903	300	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	39116	39664	+						61762144	I6G83_RS00190	549		old_locus_tag=I6G83_00190
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	39116	39664	+	WP_062779336.1	WP_062779336.1		nucleotidyltransferase family protein		61762144	I6G83_RS00190	549	182	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	39724	40164	+						61762145	I6G83_RS00195	441		old_locus_tag=I6G83_00195
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	39724	40164	+	WP_054307307.1	WP_054307307.1		FlxA-like family protein		61762145	I6G83_RS00195	441	146	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	40167	41087	-						61762146	I6G83_RS00200	921		old_locus_tag=I6G83_00200
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	40167	41087	-	WP_041412177.1	WP_041412177.1		LysR family transcriptional regulator		61762146	I6G83_RS00200	921	306	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	41185	42174	+						61762147	I6G83_RS00205	990		old_locus_tag=I6G83_00205
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	41185	42174	+	WP_054307309.1	WP_054307309.1		bile acid:sodium symporter		61762147	I6G83_RS00205	990	329	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	42206	42421	-						61762148	I6G83_RS00210	216		old_locus_tag=I6G83_00210
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	42206	42421	-	WP_015673278.1	WP_015673278.1		DUF3820 family protein		61762148	I6G83_RS00210	216	71	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	42421	44442	-					ligA	61762149	I6G83_RS00215	2022		old_locus_tag=I6G83_00215
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	42421	44442	-	WP_054307306.1	WP_054307306.1		NAD-dependent DNA ligase LigA	ligA	61762149	I6G83_RS00215	2022	673	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	44520	45521	-					zipA	61762150	I6G83_RS00220	1002		old_locus_tag=I6G83_00220
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	44520	45521	-	WP_054307305.1	WP_054307305.1		cell division protein ZipA	zipA	61762150	I6G83_RS00220	1002	333	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	45745	46506	+					cysZ	61762151	I6G83_RS00225	762		old_locus_tag=I6G83_00225
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	45745	46506	+	WP_054307304.1	WP_054307304.1		sulfate transporter CysZ	cysZ	61762151	I6G83_RS00225	762	253	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	46747	47715	+					cysK	61762152	I6G83_RS00230	969		old_locus_tag=I6G83_00230
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	46747	47715	+	WP_015673282.1	WP_015673282.1		cysteine synthase A	cysK	61762152	I6G83_RS00230	969	322	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	48119	48376	+					ptsH	61762153	I6G83_RS00235	258		old_locus_tag=I6G83_00235
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	48119	48376	+	WP_000487600.1	WP_000487600.1		phosphocarrier protein Hpr	ptsH	61762153	I6G83_RS00235	258	85	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	48423	50150	+					ptsI	61762154	I6G83_RS00240	1728		old_locus_tag=I6G83_00240
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	48423	50150	+	WP_054307303.1	WP_054307303.1		phosphoenolpyruvate-protein phosphotransferase PtsI	ptsI	61762154	I6G83_RS00240	1728	575	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	50200	50709	+					crr	61762155	I6G83_RS00245	510		old_locus_tag=I6G83_00245
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	50200	50709	+	WP_015673284.1	WP_015673284.1		PTS glucose transporter subunit IIA	crr	61762155	I6G83_RS00245	510	169	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	50752	52071	-						61762156	I6G83_RS00250	1320		old_locus_tag=I6G83_00250
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	50752	52071	-	WP_054307308.1	WP_054307308.1		ATP-binding protein		61762156	I6G83_RS00250	1320	439	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	52077	52757	-						61762157	I6G83_RS00255	681		old_locus_tag=I6G83_00255
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	52077	52757	-	WP_015673286.1	WP_015673286.1		response regulator transcription factor		61762157	I6G83_RS00255	681	226	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	53022	53711	-						61762158	I6G83_RS00260	690		old_locus_tag=I6G83_00260
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	53022	53711	-	WP_225365592.1	WP_225365592.1		SDR family oxidoreductase		61762158	I6G83_RS00260	690	229	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	53844	54725	-					cysM	61762159	I6G83_RS00265	882		old_locus_tag=I6G83_00265
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	53844	54725	-	WP_054307301.1	WP_054307301.1		cysteine synthase CysM	cysM	61762159	I6G83_RS00265	882	293	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	54804	55892	-					cysA	61762160	I6G83_RS00270	1089		old_locus_tag=I6G83_00270
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	54804	55892	-	WP_015673288.1	WP_015673288.1		sulfate/thiosulfate ABC transporter ATP-binding protein CysA	cysA	61762160	I6G83_RS00270	1089	362	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	55889	56758	-					cysW	61762161	I6G83_RS00275	870		old_locus_tag=I6G83_00275
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	55889	56758	-	WP_054307300.1	WP_054307300.1		sulfate/thiosulfate ABC transporter permease CysW	cysW	61762161	I6G83_RS00275	870	289	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	56758	57597	-					cysT	61762162	I6G83_RS00280	840		old_locus_tag=I6G83_00280
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	56758	57597	-	WP_015673290.1	WP_015673290.1		sulfate/thiosulfate ABC transporter permease CysT	cysT	61762162	I6G83_RS00280	840	279	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	57597	58619	-						61762163	I6G83_RS00285	1023		old_locus_tag=I6G83_00285
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	57597	58619	-	WP_015673291.1	WP_015673291.1		sulfate ABC transporter substrate-binding protein		61762163	I6G83_RS00285	1023	340	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	58823	59725	-						61762164	I6G83_RS00290	903		old_locus_tag=I6G83_00290
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	58823	59725	-	WP_054307299.1	WP_054307299.1		Dyp-type peroxidase		61762164	I6G83_RS00290	903	300	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	59862	60446	-						61762165	I6G83_RS00295	585		old_locus_tag=I6G83_00295
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	59862	60446	-	WP_015673293.1	WP_015673293.1		RpoE-regulated lipoprotein		61762165	I6G83_RS00295	585	194	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	60599	61054	-						61762166	I6G83_RS00300	456		old_locus_tag=I6G83_00300
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	60599	61054	-	WP_054307298.1	WP_054307298.1		DUF2919 domain-containing protein		61762166	I6G83_RS00300	456	151	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	61251	61643	+						61762167	I6G83_RS00305	393		old_locus_tag=I6G83_00305
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	61251	61643	+	WP_015673295.1	WP_015673295.1		YgiW/YdeI family stress tolerance OB fold protein		61762167	I6G83_RS00305	393	130	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	61680	62105	-						61762168	I6G83_RS00310	426		old_locus_tag=I6G83_00310
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	61680	62105	-	WP_054307297.1	WP_054307297.1		GNAT family acetyltransferase		61762168	I6G83_RS00310	426	141	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	62421	63305	+					amiA	61762169	I6G83_RS00315	885		old_locus_tag=I6G83_00315
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	62421	63305	+	WP_054307296.1	WP_054307296.1		N-acetylmuramoyl-L-alanine amidase AmiA	amiA	61762169	I6G83_RS00315	885	294	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	63371	64291	+					hemF	61762170	I6G83_RS00320	921		old_locus_tag=I6G83_00320
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	63371	64291	+	WP_054307295.1	WP_054307295.1		oxygen-dependent coproporphyrinogen oxidase	hemF	61762170	I6G83_RS00320	921	306	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	64291	64740	+						61762171	I6G83_RS00325	450		old_locus_tag=I6G83_00325
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	64291	64740	+	WP_015673299.1	WP_015673299.1		YaiI/YqxD family protein		61762171	I6G83_RS00325	450	149	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	64737	65579	-						61762172	I6G83_RS00330	843		old_locus_tag=I6G83_00330
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	64737	65579	-	WP_054307294.1	WP_054307294.1		ChaN family lipoprotein		61762172	I6G83_RS00330	843	280	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	65737	67158	+					mmuP	61762173	I6G83_RS00335	1422		old_locus_tag=I6G83_00335
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	65737	67158	+	WP_054307293.1	WP_054307293.1		S-methylmethionine permease	mmuP	61762173	I6G83_RS00335	1422	473	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	67148	68089	+					mmuM	61762174	I6G83_RS00340	942		old_locus_tag=I6G83_00340
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	67148	68089	+	WP_054307292.1	WP_054307292.1		homocysteine S-methyltransferase	mmuM	61762174	I6G83_RS00340	942	313	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	68147	70426	-					maeB	61762175	I6G83_RS00345	2280		old_locus_tag=I6G83_00345
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	68147	70426	-	WP_062779333.1	WP_062779333.1		NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase	maeB	61762175	I6G83_RS00345	2280	759	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	70702	71631	-						61762176	I6G83_RS00350	930		old_locus_tag=I6G83_00350
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	70702	71631	-	WP_054307290.1	WP_054307290.1		LysR substrate-binding domain-containing protein		61762176	I6G83_RS00350	930	309	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	71987	72580	+						61762177	I6G83_RS00355	594		old_locus_tag=I6G83_00355
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	71987	72580	+	WP_054307289.1	WP_054307289.1		lytic polysaccharide monooxygenase		61762177	I6G83_RS00355	594	197	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	72652	73614	-						61762178	I6G83_RS00360	963		old_locus_tag=I6G83_00360
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	72652	73614	-	WP_015673306.1	WP_015673306.1		sugar-binding transcriptional regulator		61762178	I6G83_RS00360	963	320	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	73767	74423	-					dhaL	61762179	I6G83_RS00365	657		old_locus_tag=I6G83_00365
CDS	with_protein	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	73767	74423	-	WP_015673307.1	WP_015673307.1		dihydroxyacetone kinase subunit L	dhaL	61762179	I6G83_RS00365	657	218	
gene	protein_coding	GCF_016026735.1	Primary Assembly	chromosome		NZ_CP065640.1	74428	75429	-						61762180	I6G83_RS00370	1002		old_locus_tag=I6G83_00370
